categoria,etiqueta,momento_hu_1,momento_hu_2,momento_hu_3,momento_hu_4,momento_hu_5,momento_hu_6,momento_hu_7
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.2222222222480923,0.01234567901522013,0.005486961288071886,0.00021947963625847195,-2.4085590359632815e-07,-2.4386626253773364e-05,-3.14937084435311e-13
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,43.1022956573054,1680.5517151346642,14019.667627781519,14399.703224919935,204596608.5587111,582652.0826026449,-377836.8818745725
carro,0,28.246224138792904,96.25194012816524,36204.306555368894,14793.024920696103,293228838.9040385,95593.77664479814,-176685643.01012304
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.16752255117685177,0.00047405428423875776,0.00045788953620709306,7.823194893089442e-06,-3.864836252219999e-10,-1.6953721812226954e-07,2.6432378399093036e-10
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.2921450767262739,0.058103899632337204,0.00019487847368973406,8.582221597876637e-05,1.0943372164067127e-08,1.802725391145912e-05,1.8517787605648604e-09
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,73.05917985319975,3000.321766596668,84774.01016871615,8085.000097344007,-209339036.92377877,-248731.88953988228,31300577.720573276
carro,0,1.3696082914204992,1.4644566539691846,0.7448788103062522,0.14786385104660174,0.023134356110355345,0.038425793345723054,-0.04327684966049593
carro,0,1.0961412026508321,1.1736385055294905,0.0005341838814051196,5.879500178945571e-05,-1.0419718869091766e-08,-6.36953286467467e-05,3.4341638772537976e-16
carro,0,1530.8566623263887,2340263.5734756025,1106019718.4656885,1109814170.418075,1.2295801215826232e+18,1697607845928.8376,-21549561217088.0
carro,0,230.7040028902552,12348.084286235806,123258699.78400508,116057302.91308084,1.290934264520189e+16,12796312149.187115,-5101778838273944.0
carro,0,1019.5229766803857,1037180.1172205597,6430260692.826605,6426294664.751475,4.131000458517438e+19,6544644992539.315,15180600403456.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.22222222227719612,0.012345678989350059,0.005486954191069112,0.0002194792263605822,-2.4085507309992656e-07,-2.438658068396152e-05,1.0182439117797993e-12
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.2222222222480923,0.01234567901522013,0.005486961288071886,0.00021947963625847195,-2.4085590359632815e-07,-2.4386626253773364e-05,-3.14937084435311e-13
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,42.007386737399884,1594.1142376157147,11553.493145335866,11925.037330671088,139972798.15790248,470204.83444296103,-487300.314537026
carro,0,35.06844845145648,260.5115326590194,84073.05543744142,43044.33723348916,2475561683.793009,619009.9680806886,-759400360.7991053
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.16748593864517164,0.0005436014880450251,0.00045337487181292663,7.559511754443405e-06,-3.2767548899187174e-10,-1.762474841369468e-07,2.9746527195013095e-10
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.2921450767262739,0.058103899632337204,0.00019487847368973406,8.582221597876637e-05,1.0943372164067127e-08,1.802725391145912e-05,1.8517787605648604e-09
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,73.05455185702709,2984.7707580051074,111248.34938555732,15858.74033341937,-159926741.09294498,188610.54857138585,646632716.8423148
carro,0,1.3696082914204992,1.4644566539691846,0.7448788103062522,0.14786385104660174,0.023134356110355345,0.038425793345723054,-0.04327684966049593
carro,0,0.9317973119635827,0.8403160396163668,0.0006313035534808741,6.922459452738441e-05,-1.4471373341333162e-08,-6.345732302410251e-05,1.2983767527608572e-16
carro,0,1258.5688538332577,1578931.5653520017,1083010010.1424298,1082248292.1974351,1.1716734757320074e+18,1359712997335.6655,63182239218880.0
carro,0,202.285192322587,8840.078411139724,85729248.23517081,81260359.0192152,6246230477926024.0,7553392404.728275,-2642988457869580.5
carro,0,1586.9253454553693,2514444.141501122,11433059606.090694,11423439465.682997,1.305499052080881e+20,18114100391698.285,287220120479744.0
carro,0,0.2222222222662822,0.012345679008752613,0.005486969697465678,0.0002194790020453091,-2.4085504419169856e-07,-2.4386555779240965e-05,5.131436462079622e-13
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.24999999998544808,0.0347222222278813,1.8222204971205186e-15,7.531954609839167e-16,6.331684051626832e-31,-1.2413806062332664e-16,-6.1458522643122515e-31
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.2222222222480923,0.01234567901522013,0.005486961288071886,0.00021947963625847195,-2.4085590359632815e-07,-2.4386626253773364e-05,-3.14937084435311e-13
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,43.08322590908482,1678.7558910905182,14064.769243018261,14460.548069352411,206225689.51318997,584756.9178343359,-362642.66670587286
carro,0,35.06844845145648,260.5115326590194,84073.05543744142,43044.33723348916,2475561683.793009,619009.9680806886,-759400360.7991053
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.16702239509128486,0.0005235937002297031,0.0004073955068283347,6.576326824456897e-06,-2.90891401707188e-10,-1.458573732576002e-07,1.7677941953763963e-10
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.2921450767262739,0.058103899632337204,0.00019487847368973406,8.582221597876637e-05,1.0943372164067127e-08,1.802725391145912e-05,1.8517787605648604e-09
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,78.08747847127823,3253.924291267321,149451.94900369036,19281.52294759566,-357757896.3560511,163979.16073484923,971259493.744
carro,0,1.3696082914204992,1.4644566539691846,0.7448788103062522,0.14786385104660174,0.023134356110355345,0.038425793345723054,-0.04327684966049593
carro,0,0.9317973119635827,0.8403160396163668,0.0006313035534808741,6.922459452738441e-05,-1.4471373341333162e-08,-6.345732302410251e-05,1.2983767527608572e-16
carro,0,1163.5660851112098,1349260.6136723093,1062988964.4626763,1062286155.6907731,1.1288251049764402e+18,1233779965832.0466,65287070585344.0
carro,0,202.285192322587,8840.078411139724,85729248.23517081,81260359.0192152,6246230477926024.0,7553392404.728275,-2642988457869580.5
carro,0,1299.9434643858049,1687283.7084936548,7683113660.916168,7677774173.205894,5.896871038263597e+19,9973060054984.637,21923707066624.0
carro,0,0.2222222222662822,0.012345679008752613,0.005486969697465678,0.0002194790020453091,-2.4085504419169856e-07,-2.4386555779240965e-05,5.131436462079622e-13
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.22222222227719612,0.012345678989350059,0.005486954191069112,0.0002194792263605822,-2.4085507309992656e-07,-2.438658068396152e-05,1.0182439117797993e-12
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.2222222222480923,0.01234567901522013,0.005486961288071886,0.00021947963625847195,-2.4085590359632815e-07,-2.4386626253773364e-05,-3.14937084435311e-13
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,41.757821294996575,1576.8018000131976,13209.351941795763,13682.94764294752,183953755.66826597,537133.9293169425,-498471.2770672105
carro,0,31.907281640964765,141.10390436605945,53808.79598492198,22984.28778625962,694592420.7249311,198600.27210371543,-413391060.1823468
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.16702239509128486,0.0005235937002297031,0.0004073955068283347,6.576326824456897e-06,-2.90891401707188e-10,-1.458573732576002e-07,1.7677941953763963e-10
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.2921450767262739,0.058103899632337204,0.00019487847368973406,8.582221597876637e-05,1.0943372164067127e-08,1.802725391145912e-05,1.8517787605648604e-09
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,80.14185153991036,3416.3693519541853,178805.0838414912,26058.943165700428,-133154435.12815401,525566.8607674127,1773801093.3461397
carro,0,1.057777777776355,1.0633679012395536,0.019517594899844504,0.019799089106898236,0.00038920728881243,0.020415873785983914,-1.5004511481986967e-08
carro,0,0.9317973119635827,0.8403160396163668,0.0006313035534808741,6.922459452738441e-05,-1.4471373341333162e-08,-6.345732302410251e-05,1.2983767527608572e-16
carro,0,1163.5660851112098,1349260.6136723093,1062988964.4626763,1062286155.6907731,1.1288251049764402e+18,1233779965832.0466,65287070585344.0
carro,0,266.33516088888945,16639.302018573817,176826108.97979647,163672030.8448543,2.6016845864602304e+16,20906327385.233566,-9920875316606220.0
carro,0,1479.8449999999984,2187291.311542779,7246542198.504109,7240746653.115752,5.244938993567233e+19,10708676776878.838,28306881412608.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.22222222227719612,0.012345678989350059,0.005486954191069112,0.0002194792263605822,-2.4085507309992656e-07,-2.438658068396152e-05,1.0182439117797993e-12
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,41.757821294996575,1576.8018000131976,13209.351941795763,13682.94764294752,183953755.66826597,537133.9293169425,-498471.2770672105
carro,0,31.636272112622088,135.53081790888706,51348.9145406433,21106.395613262885,591972030.1831255,176011.59625735902,-363835182.2952019
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.1662073146426145,0.0005369903705466639,0.00034430139344342376,4.937491470697751e-06,-2.0357639570621884e-10,-8.492787750475839e-08,5.362696337075169e-13
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.2921450767262739,0.058103899632337204,0.00019487847368973406,8.582221597876637e-05,1.0943372164067127e-08,1.802725391145912e-05,1.8517787605648604e-09
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,78.20423395065946,3432.608774903121,127924.70524633702,14142.611429898345,-398727910.81356466,-106797.82943641205,450420116.1461483
carro,0,1.057777777776355,1.0633679012395536,0.019517594899844504,0.019799089106898236,0.00038920728881243,0.020415873785983914,-1.5004511481986967e-08
carro,0,0.9317973119635827,0.8403160396163668,0.0006313035534808741,6.922459452738441e-05,-1.4471373341333162e-08,-6.345732302410251e-05,1.2983767527608572e-16
carro,0,1258.5688538332577,1578931.5653520017,1083010010.1424298,1082248292.1974351,1.1716734757320074e+18,1359712997335.6655,63182239218880.0
carro,0,266.52622222222277,16600.21241328196,176750292.3145443,163652766.9210221,2.597819214857212e+16,20877413591.671513,-9991373418740848.0
carro,0,1479.8449999999984,2187291.311542779,7246542198.504109,7240746653.115752,5.244938993567233e+19,10708676776878.838,28306881412608.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.22222222227719612,0.012345678989350059,0.005486954191069112,0.0002194792263605822,-2.4085507309992656e-07,-2.438658068396152e-05,1.0182439117797993e-12
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,21.84503713302164,450.1009070884901,892.4969762061703,756.7346903325822,621823.2221016731,15352.459498614453,-9614.358205247612
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,41.757821294996575,1576.8018000131976,13209.351941795763,13682.94764294752,183953755.66826597,537133.9293169425,-498471.2770672105
carro,0,51.488507055074734,785.4428696591831,498431.2978792796,388706.4924867075,170860697053.97137,9580577.050471082,8936171609.78997
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.16632513007544447,0.0005415205981236068,0.000344336037428835,5.1484232812013336e-06,-2.1012718987774293e-10,-1.0255718412747282e-07,5.3259168882079546e-11
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.2921450767262739,0.058103899632337204,0.00019487847368973406,8.582221597876637e-05,1.0943372164067127e-08,1.802725391145912e-05,1.8517787605648604e-09
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,79.96703263114529,3556.1632701252765,153206.20454739535,19717.878514994252,-380243831.9663019,147519.01985143454,1014852282.0006468
carro,0,1.057777777776355,1.0633679012395536,0.019517594899844504,0.019799089106898236,0.00038920728881243,0.020415873785983914,-1.5004511481986967e-08
carro,0,0.9317973119635827,0.8403160396163668,0.0006313035534808741,6.922459452738441e-05,-1.4471373341333162e-08,-6.345732302410251e-05,1.2983767527608572e-16
carro,0,1530.6865776909726,2340253.3322717184,1106500685.7917607,1109067256.0851538,1.2286061045164792e+18,1696501012770.7532,-15895869058720.0
carro,0,232.15046261014913,11487.47609193247,122145411.51899484,112485296.13812734,1.2443017191233858e+16,11963390703.971712,-4360872862735150.5
carro,0,1259.966796874999,1585146.5119531427,10223557566.335157,10218531732.301601,1.0444406592972903e+20,12865374562759.809,23094925301760.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,41.75333183379549,1580.1011050028958,10030.428451810216,10224.49948756392,103542834.17796957,399288.5748109027,-370489.3210314214
carro,0,39.785601147203984,382.2226159265581,121777.85265459363,63563.21423772131,5346704053.827007,1129331.8647706981,-1639186020.1961753
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.16632513007544447,0.0005415205981236068,0.000344336037428835,5.1484232812013336e-06,-2.1012718987774293e-10,-1.0255718412747282e-07,5.3259168882079546e-11
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.2921450767262739,0.058103899632337204,0.00019487847368973406,8.582221597876637e-05,1.0943372164067127e-08,1.802725391145912e-05,1.8517787605648604e-09
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,73.63323159689428,2869.369446710951,141388.93198609835,20138.171398695118,-73328046.64783195,437601.7251368852,1072072699.22924
carro,0,1.057777777776355,1.0633679012395536,0.019517594899844504,0.019799089106898236,0.00038920728881243,0.020415873785983914,-1.5004511481986967e-08
carro,0,0.9317973119635827,0.8403160396163668,0.0006313035534808741,6.922459452738441e-05,-1.4471373341333162e-08,-6.345732302410251e-05,1.2983767527608572e-16
carro,0,1226.600861149217,1494551.9121655447,887011379.7327913,881547148.4256169,7.795300510542139e+17,1077003614817.608,378522681718736.0
carro,0,232.15046261014913,11487.47609193247,122145411.51899484,112485296.13812734,1.2443017191233858e+16,11963390703.971712,-4360872862735150.5
carro,0,1616.0123906705535,2607708.1609083074,17476860131.09653,17467045453.040966,3.051833815335973e+20,28206432314489.01,-872445111302144.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.22222222227719612,0.012345678989350059,0.005486954191069112,0.0002194792263605822,-2.4085507309992656e-07,-2.438658068396152e-05,1.0182439117797993e-12
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.446834396977731,0.11028904380282012,0.6245418813966227,0.6098420217003235,0.3762749685052246,0.20189504349833834,-0.008135028200630822
carro,0,42.66584879127363,458.4204185573973,150888.99716217534,75131.35524555802,7768952229.224318,1436971.626393144,-1906495894.129825
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.16632513007544447,0.0005415205981236068,0.000344336037428835,5.1484232812013336e-06,-2.1012718987774293e-10,-1.0255718412747282e-07,5.3259168882079546e-11
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.2921450767262739,0.058103899632337204,0.00019487847368973406,8.582221597876637e-05,1.0943372164067127e-08,1.802725391145912e-05,1.8517787605648604e-09
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,71.842688764417,2812.678552405382,118228.03707027853,16368.528318521277,-155561502.89925638,245765.02812672022,703065686.6880549
carro,0,1.057777777776355,1.0633679012395536,0.019517594899844504,0.019799089106898236,0.00038920728881243,0.020415873785983914,-1.5004511481986967e-08
carro,0,0.9317973119635827,0.8403160396163668,0.0006313035534808741,6.922459452738441e-05,-1.4471373341333162e-08,-6.345732302410251e-05,1.2983767527608572e-16
carro,0,1577.7041990550238,2485212.881934618,311523552.8345555,313121920.8808328,9.77947741950102e+16,493306016303.5744,13554919097720.0
carro,0,217.1549947359899,9797.393603827208,102794355.08589368,94739509.01331581,8864213209659915.0,9306887906.28298,-2972546570806747.5
carro,0,1301.1683270965987,1690462.9747795304,7700728672.452241,7695351135.41263,5.9239116501697085e+19,10005302665719.203,25493491705856.0
carro,0,0.2222222222662822,0.012345679008752613,0.005486969697465678,0.0002194790020453091,-2.4085504419169856e-07,-2.4386555779240965e-05,5.131436462079622e-13
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.24999999998544808,0.0347222222278813,1.8222204971205186e-15,7.531954609839167e-16,6.331684051626832e-31,-1.2413806062332664e-16,-6.1458522643122515e-31
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.2222222222480923,0.01234567901522013,0.005486961288071886,0.00021947963625847195,-2.4085590359632815e-07,-2.4386626253773364e-05,-3.14937084435311e-13
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,44.280316855986975,1789.0471531918613,12314.29695019397,12701.473735076057,158847847.93518624,526275.6874235793,-734869.6346380264
carro,0,35.800798658741016,239.8890670716897,77482.95726487385,35576.88674593867,1641383745.500327,434334.7312608529,-891589616.3332249
carro,0,0.16632513007544447,0.0005415205981236068,0.000344336037428835,5.1484232812013336e-06,-2.1012718987774293e-10,-1.0255718412747282e-07,5.3259168882079546e-11
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.29502388062474927,0.0577523939164379,0.0006190863425178914,6.607253411027944e-05,-8.401703342884057e-09,-1.0479033964182548e-05,-1.0391520107708293e-08
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,68.27793630087335,2769.260881904432,82690.30267794876,13367.32102362441,-95793323.60664955,180797.9070610197,433973518.27092683
carro,0,1.057777777776355,1.0633679012395536,0.019517594899844504,0.019799089106898236,0.00038920728881243,0.020415873785983914,-1.5004511481986967e-08
carro,0,1.0138888888888888,1.0001929012345678,0.0,0.0,0.0,0.0,0.0
carro,0,1279.8455277777773,1626439.1878762948,176210423.7427668,172506756.3657997,3.007633227109576e+16,218339332836.79276,19096928875320.0
carro,0,169.5283949110244,5517.76486615019,53555819.98655485,50406021.885552034,2457438725389182.5,3711061597.233473,-905475890585259.4
carro,0,3.435546874999318,11.669979943165188,0.8565969772246051,0.7081022555873648,0.5512089792056762,2.2986544007299896,0.017387035643235904
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.24999999999454303,0.03472222222454649,3.4673037269864893e-18,2.1144715900061227e-17,1.7261841155235672e-34,-2.810668800637705e-18,-5.460783841835006e-35
carro,0,49.968749999992724,2490.202365451386,164516.18226141643,164393.0455261317,27035192934.004654,8203529.325258793,-102555.90287590027
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,66.06079974536219,3940.568385102546,7328.804759678083,8382.871837127565,65053091.6744632,472754.8492955353,-9240634.96128203
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.166584557175393,0.0005488178148659575,0.0003311869099405719,6.410985023314157e-06,-2.8888660178978044e-10,-1.381850727225446e-07,6.17333751876351e-11
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,2.954861111111313,7.057014371153015,0.4526127719018983,0.015372547097344159,0.0007687612422069785,-0.029319752300094693,0.0010262761403666961
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,74.6079135000865,3267.3246116888395,91740.82017014442,8357.840083683213,-195230863.42450783,-135276.23941031762,124279646.87741786
carro,0,1.0513641213247966,0.8361607147768207,0.4206655542471594,0.06118142821902314,-0.0027382710410008707,-0.02713472784487079,-0.009425468859344957
carro,0,0.7684804145728215,0.5625571573780019,0.0007715788145132201,8.405735910424738e-05,-2.140689896241176e-08,-6.304622224565509e-05,2.1579373834794976e-16
carro,0,1370.399253162629,1865308.1033642564,448585959.0041082,441021055.426316,1.9616058416307507e+17,601240933497.271,117644666507504.0
carro,0,186.9345557138658,830.9521535265167,43204685.5540759,37808498.48508793,1091712148946789.0,1047363473.3157672,-1069219562072484.8
carro,0,3.468749999999318,11.895073784717919,0.24719238328719234,0.20324707004044032,0.04553385073941847,0.6683921802170152,0.0014483929277232625
carro,0,0.2222222222662822,0.012345679008752613,0.005486969697465678,0.0002194790020453091,-2.4085504419169856e-07,-2.4386555779240965e-05,5.131436462079622e-13
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.24999999998544808,0.0347222222278813,1.8222204971205186e-15,7.531954609839167e-16,6.331684051626832e-31,-1.2413806062332664e-16,-6.1458522643122515e-31
carro,0,0.24999999999454303,0.03472222222454649,3.4673037269864893e-18,2.1144715900061227e-17,1.7261841155235672e-34,-2.810668800637705e-18,-5.460783841835006e-35
carro,0,84.156378600824,7070.087706819324,295803.2428755292,295702.8761559878,87455029068.1705,24863816.62144714,-793649.195892334
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,56.37368953550701,2836.759844296434,23507.156243852012,18099.504193683293,373211678.56287885,839546.0688670507,9640362.564093292
carro,0,41.31784499514069,476.71608208071757,257218.2432413618,205774.08003411943,47111270706.97272,3925650.6949631707,4657561092.594601
carro,0,0.166584557175393,0.0005488178148659575,0.0003311869099405719,6.410985023314157e-06,-2.8888660178978044e-10,-1.381850727225446e-07,6.17333751876351e-11
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,2.954861111111313,7.057014371153015,0.4526127719018983,0.015372547097344159,0.0007687612422069785,-0.029319752300094693,0.0010262761403666961
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carro,0,72.12577996051098,3064.543089660851,77196.21991177107,5978.001820809604,-107933177.39771685,-68572.27526733775,69585065.06479657
carro,0,1.0513641213247966,0.8361607147768207,0.4206655542471594,0.06118142821902314,-0.0027382710410008707,-0.02713472784487079,-0.009425468859344957
carro,0,0.7684804145728215,0.5625571573780019,0.0007715788145132201,8.405735910424738e-05,-2.140689896241176e-08,-6.304622224565509e-05,2.1579373834794976e-16
carro,0,1490.1366644965278,2203277.9445737232,1822918079.118306,1809414955.096608,3.286175376573253e+18,2683848222716.4497,2254390773907968.0
carro,0,186.9345557138658,830.9521535265167,43204685.5540759,37808498.48508793,1091712148946789.0,1047363473.3157672,-1069219562072484.8
carro,0,2.840379008744743,7.948346647420818,0.3153376113290033,0.259248249604172,0.07407865770277562,0.6907081488216429,0.0026058410009963742
carro,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
