Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7,Etiqueta
0.0009449354908178489,6.860886230283874e-08,1.2684491691017894e-13,6.729442580003491e-13,-8.307150646122418e-26,-8.317588128478956e-17,1.7819803626294284e-25,caja
0.0009449468087537817,6.860958298447497e-08,1.2692703118395177e-13,6.73389942448125e-13,-8.290746900369166e-26,-8.302115901612589e-17,1.7856005936184272e-25,caja
0.0009449151624935747,6.860590455626268e-08,1.268040021578571e-13,6.726427015552683e-13,-8.324187001130702e-26,-8.333358316750822e-17,1.779376621839135e-25,caja
0.0009449350133735467,6.86085970933988e-08,1.268502511945157e-13,6.729622154599156e-13,-8.306687585876293e-26,-8.317432821815814e-17,1.7821343891476134e-25,caja
0.0009449223939729845,6.860722415758723e-08,1.2685136216651218e-13,6.730595675235055e-13,-8.308688230599132e-26,-8.318756373003038e-17,1.7825213823879917e-25,caja
0.0008768137099500178,6.032766841284445e-08,7.346343489268141e-14,4.37203574306945e-13,5.070270147747498e-26,5.4727936325237097e-17,5.973763757904976e-26,caja
0.000876810817578957,6.032614622308256e-08,7.354754554245681e-14,4.3775195826776114e-13,5.092046655514757e-26,5.493765860634816e-17,5.980503083957344e-26,caja
0.0008767597425771107,6.031870607996316e-08,7.343037272900044e-14,4.3726327763794235e-13,5.0815117733272177e-26,5.489689039363793e-17,5.963995649540285e-26,caja
0.0008767859370664782,6.032258097850857e-08,7.338068774664432e-14,4.3692173237364445e-13,5.075307609200576e-26,5.4859250385828965e-17,5.953744399286393e-26,caja
0.0008767621699967253,6.031917587917565e-08,7.335310303587746e-14,4.3667261679710856e-13,5.063507733226431e-26,5.4722992687509774e-17,5.953075564101848e-26,caja
0.0008767798071576479,6.032186520846208e-08,7.341202450404255e-14,4.3690239822569133e-13,5.069577600713406e-26,5.477987427267022e-17,5.960135222715802e-26,caja
0.0008767734361034285,6.032129601663699e-08,7.335639209574344e-14,4.3659860208382364e-13,5.06162012047416e-26,5.471302370704638e-17,5.952302563094365e-26,caja
0.0008767800186128135,6.032232129830296e-08,7.338789345081118e-14,4.368681349870277e-13,5.07292327822911e-26,5.4820124036097434e-17,5.954389591415173e-26,caja
0.0008767981427073743,6.032610496759416e-08,7.337290668520328e-14,4.3654473440031825e-13,5.058772410111014e-26,5.4640512560652846e-17,5.9539793776538e-26,caja
0.0008768038361586874,6.032693523569754e-08,7.346731046129314e-14,4.372122296270888e-13,5.0793877371561047e-26,5.4822879108574995e-17,5.96659017579519e-26,caja
0.0008768099031543333,6.032781789779798e-08,7.346362392119382e-14,4.371801114536384e-13,5.0776533284480287e-26,5.480192719560722e-17,5.966674431979204e-26,caja
0.0008767698094700284,6.032124963957584e-08,7.344407928962295e-14,4.3721546155398935e-13,5.0838949671681827e-26,5.491303413004883e-17,5.961236097925796e-26,caja
0.0008767708984848829,6.032224402065252e-08,7.338764424123821e-14,4.3669504202611573e-13,5.0631415192030425e-26,5.468922140988982e-17,5.956592413092942e-26,caja
0.0008767506272843245,6.031861048876943e-08,7.351271017216633e-14,4.3766249075914215e-13,5.091844830584131e-26,5.49615380653457e-17,5.975068928839186e-26,caja
0.0008767742178453577,6.032137068318645e-08,7.33929377975132e-14,4.367838887020366e-13,5.068494313181625e-26,5.477563429902488e-17,5.955542137531703e-26,caja
0.0008768024490389537,6.03261340204022e-08,7.365114408748658e-14,4.384947355171815e-13,5.114404552914279e-26,5.513129075747561e-17,5.99501094441287e-26,caja
0.0008767791775979681,6.032292205871815e-08,7.351929982992181e-14,4.3742608111648045e-13,5.07742384686421e-26,5.477026936495443e-17,5.979448187366642e-26,caja
0.0008767967625772263,6.032558670951981e-08,7.363933513615373e-14,4.3824468801383657e-13,5.1028138038385677e-26,5.499725324244521e-17,5.995204032265616e-26,caja
0.0008767911061818682,6.032496976168478e-08,7.365407567601144e-14,4.3836209714529854e-13,5.1054864192788263e-26,5.501727983205381e-17,5.998119243580744e-26,caja
0.0008768090779601251,6.03279106576807e-08,7.360437082323398e-14,4.3790659446265896e-13,5.08985257428197e-26,5.486278961519655e-17,5.991817783977407e-26,caja
0.0008768202810861536,6.03296866297526e-08,7.375405992621421e-14,4.388292852811869e-13,5.1165524178176896e-26,5.5067010777181033e-17,6.012270066946414e-26,caja
0.0008768318548082591,6.033128327832355e-08,7.372720574929231e-14,4.3866515667084113e-13,5.1112396953584686e-26,5.501763874826841e-17,6.009089277769766e-26,caja
0.0008767909984523467,6.032493161918676e-08,7.362595797156048e-14,4.379855501236704e-13,5.0934867567480307e-26,5.490512715138784e-17,5.993033316087253e-26,caja
0.0008768086013054053,6.032737091428331e-08,7.368845473783023e-14,4.384625303317123e-13,5.109876346802894e-26,5.506152652786915e-17,6.000351939354199e-26,caja
0.0008768139121692021,6.032876985342436e-08,7.375358745325102e-14,4.3879724087744466e-13,5.116087977146378e-26,5.507210436249747e-17,6.011496645775761e-26,caja
0.0008768262529767561,6.033046740389891e-08,7.37394747870072e-14,4.386834450444696e-13,5.113783997987182e-26,5.506315646802468e-17,6.00843409025343e-26,caja
0.0008768020670301119,6.032733552392735e-08,7.369340338984879e-14,4.383012205785801e-13,5.1014365010254004e-26,5.495640642646569e-17,6.002169708618573e-26,caja
0.0008768244457899033,6.033110722390907e-08,7.37845464359964e-14,4.387549590319691e-13,5.118321452960154e-26,5.509972950626616e-17,6.010272141205188e-26,caja
0.0008768486516550432,6.033492392633261e-08,7.391092352216299e-14,4.3968267659600504e-13,5.148833246936117e-26,5.538878919109898e-17,6.026083024084961e-26,caja
0.0008767554502255607,6.03190866439986e-08,7.366928899288303e-14,4.381538651643335e-13,5.105875568305332e-26,5.508308170292413e-17,5.991484245389014e-26,caja
0.0008767554502255607,6.03190866439986e-08,7.366928899288303e-14,4.381538651643335e-13,5.105875568305332e-26,5.508308170292413e-17,5.991484245389014e-26,caja
0.0008767551351877615,6.031835682509272e-08,7.363181100849245e-14,4.3800651370220163e-13,5.103891244888238e-26,5.50832478329831e-17,5.985327993105275e-26,caja
0.0008768079503499965,6.032619867140586e-08,7.380116738503936e-14,4.3921881117248744e-13,5.1455853928264703e-26,5.547622364030324e-17,6.00462196634728e-26,caja
0.000876772898934392,6.032183410967743e-08,7.376261684508016e-14,4.3871265451208997e-13,5.1231416026185907e-26,5.520687553308235e-17,6.003121171105983e-26,caja
0.0008767686090026992,6.03215060646732e-08,7.368936563370899e-14,4.3819280743949327e-13,5.1059376077385115e-26,5.505929816689625e-17,5.99421941281443e-26,caja
0.0008767442744998621,6.03172690581603e-08,7.363435765443232e-14,4.3796983949612516e-13,5.0984815161982315e-26,5.4995521228983167e-17,5.988818075356642e-26,caja
0.0008767843284189534,6.032331119512036e-08,7.374059394727556e-14,4.38533815360746e-13,5.1175346735184444e-26,5.515641284764156e-17,6.00001426019186e-26,caja
0.0008767792513293078,6.032272528902013e-08,7.369570844534525e-14,4.3821308478672407e-13,5.1067275664494223e-26,5.506119214951485e-17,5.994709667523414e-26,caja
0.0008767349525225091,6.031636854217779e-08,7.357660039472337e-14,4.3762507176983043e-13,5.099805436263522e-26,5.507687050932914e-17,5.971436919799483e-26,caja
0.0008767291790072477,6.031550286667672e-08,7.352121338434351e-14,4.37248803084622e-13,5.085445665274812e-26,5.494209845908165e-17,5.966497399105533e-26,caja
0.0008767543230536329,6.031975844948776e-08,7.350715769823965e-14,4.3697875257097146e-13,5.0790350953805144e-26,5.4854901214259984e-17,5.9614357630005e-26,caja
0.0009218406758088836,6.517645655733182e-08,7.265880972652236e-14,3.9804900824975673e-13,-3.4408741427537145e-26,-6.093749711552467e-17,5.829657315273426e-26,caja
0.000876754467872067,6.031974222430114e-08,7.350492384123886e-14,4.3697416344328477e-13,5.078984910185044e-26,5.485492290630657e-17,5.961160108409011e-26,caja
0.0008767427773653267,6.031909927282119e-08,7.358262208613899e-14,4.3749209805659846e-13,5.0936570263075945e-26,5.4959917697535097e-17,5.972401492074755e-26,caja
0.0008767560039701081,6.032132707428889e-08,7.358760311800645e-14,4.375010992900246e-13,5.0954920387535516e-26,5.498515776944625e-17,5.971503723127298e-26,caja
0.0008767206724852655,6.031631629234501e-08,7.354085342902995e-14,4.371507595909869e-13,5.080322187377928e-26,5.4820668791229254e-17,5.968772744551253e-26,caja
0.0008767319318287366,6.03169876213826e-08,7.365425813614709e-14,4.379830286666715e-13,5.111506350808932e-26,5.5148513967605835e-17,5.979570831753373e-26,caja
0.0008767616743986042,6.032216018219842e-08,7.361072303243569e-14,4.3762784037478275e-13,5.098150930816521e-26,5.500024449027613e-17,5.97534110159689e-26,caja
0.0008766974524154049,6.031204468840904e-08,7.351206139253526e-14,4.370057975364852e-13,5.084585911734584e-26,5.492976915173877e-17,5.958001460887244e-26,caja
0.00087671672856281,6.031529828276657e-08,7.354291318917673e-14,4.3722653659453547e-13,5.0933483461062993e-26,5.502009872775514e-17,5.960486543482807e-26,caja
0.0008767113730647983,6.031444438288605e-08,7.357451953450621e-14,4.373972634206738e-13,5.099406534017023e-26,5.5078363979847954e-17,5.963567244178266e-26,caja
0.0008766882761420731,6.031073990371107e-08,7.352567260594346e-14,4.373134602046902e-13,5.1038973572292294e-26,5.515856734447696e-17,5.953325049305614e-26,caja
0.0008766663040463564,6.030796857167045e-08,7.338684398457091e-14,4.363072741545535e-13,5.07025125565132e-26,5.485413942831804e-17,5.936802209398769e-26,caja
0.0008766900472705775,6.031220702633984e-08,7.339641724152021e-14,4.36308655621231e-13,5.0668549104296377e-26,5.478375759425424e-17,5.940419170828278e-26,caja
0.0008767070981879075,6.03144324491276e-08,7.345493076937653e-14,4.3673890144288227e-13,5.0821472622379124e-26,5.492858879333599e-17,5.94664975164984e-26,caja
0.00087791289595164,6.02920558652549e-08,4.456429174949954e-14,2.5328817499517957e-13,1.0226303977168664e-26,1.2310021420002979e-17,-2.4891325256085334e-26,caja
0.000877870333576932,6.028610230042574e-08,4.4638004891275794e-14,2.5376474809674035e-13,1.0270009731749172e-26,1.2355223845850765e-17,-2.497963457376475e-26,caja
0.0008778706308137465,6.028587210432406e-08,4.4655456432732956e-14,2.538857055940801e-13,1.0302554882572174e-26,1.2420980587692419e-17,-2.4992834697854688e-26,caja
0.0008779239091679964,6.029339241738513e-08,4.462209070025123e-14,2.53570889024653e-13,1.0268826193287478e-26,1.2375069038499852e-17,-2.494146142932619e-26,caja
0.0008778761973393392,6.028705082602162e-08,4.46856989680379e-14,2.5400380633566843e-13,1.0300198052910298e-26,1.2401080510568167e-17,-2.5024113366498204e-26,caja
0.0008778552639241155,6.028449753870458e-08,4.4445501469561216e-14,2.525936067853435e-13,1.018959626253173e-26,1.2307684195155868e-17,-2.4748171643095428e-26,caja
0.0008778493399323902,6.028242621818112e-08,4.444412012957495e-14,2.526209068791189e-13,1.0219974599277644e-26,1.2385283922465427e-17,-2.4739886776952263e-26,caja
0.0008778247121891253,6.027923164344398e-08,4.459714896481116e-14,2.535681180140871e-13,1.0292830401390386e-26,1.243902025676448e-17,-2.4922930017188168e-26,caja
0.0008778616426188986,6.028383392879384e-08,4.449307464064357e-14,2.529214492376921e-13,1.0227239819581637e-26,1.2368209739114702e-17,-2.480455243907189e-26,caja
0.0008778132663958538,6.027699374855355e-08,4.455785502172012e-14,2.533524607036077e-13,1.0282998702838342e-26,1.2444600557921703e-17,-2.4876940149212848e-26,caja
0.0008779256114164792,6.029297071240208e-08,4.4696907668574634e-14,2.540306664985705e-13,1.0346397943864332e-26,1.2517200784609084e-17,-2.5013365706668775e-26,caja
0.0008779269491069337,6.029358021128253e-08,4.4680580672417685e-14,2.539591973908201e-13,1.0331909083783517e-26,1.2500525821988198e-17,-2.500164778740693e-26,caja
0.0008778774980982809,6.0286430105646e-08,4.4737382980749287e-14,2.5431998032337234e-13,1.0363541532661256e-26,1.2523930623203875e-17,-2.506961332735993e-26,caja
0.0008778715315986068,6.028555834829696e-08,4.475023906480943e-14,2.5439217645468504e-13,1.036915120870897e-26,1.2529346649799327e-17,-2.50840137852156e-26,caja
0.0008779094258437431,6.029046029517626e-08,4.464406754372135e-14,2.53686390052461e-13,1.0298983684518998e-26,1.2456347473994138e-17,-2.4956154353473155e-26,caja
0.000877872508747126,6.028524251353853e-08,4.472547177206797e-14,2.542168382027877e-13,1.0356778721152697e-26,1.2527405654434838e-17,-2.5050648119976834e-26,caja
0.0008778361922518529,6.02779141171276e-08,4.4483965775390344e-14,2.5293529354032384e-13,1.028332795381438e-26,1.2500956242448991e-17,-2.478076352470133e-26,caja
0.0008777952180927769,6.027277886871417e-08,4.453033750053985e-14,2.532638282466383e-13,1.030204814519272e-26,1.2514152648510173e-17,-2.4844773701303066e-26,caja
0.0008778262389572218,6.027563901502584e-08,4.4487297127817904e-14,2.530132862104253e-13,1.0323772603560724e-26,1.2612026985969133e-17,-2.4778475312173687e-26,caja
0.0008779104326829136,6.028978844146852e-08,4.467487376840463e-14,2.5382269748520485e-13,1.0359123714966311e-26,1.2578532794326615e-17,-2.4964906448671173e-26,caja
0.0008778518006150641,6.02820946306674e-08,4.472166860614547e-14,2.5411718492399814e-13,1.0348960098656191e-26,1.2525556826546398e-17,-2.5035388285163705e-26,caja
0.0008777487564279949,6.026490116321579e-08,4.448024318580999e-14,2.5303323355136786e-13,1.0321931496122963e-26,1.2627476608925048e-17,-2.4780375460572412e-26,caja
0.0008777771637991062,6.026849190343011e-08,4.449298758774052e-14,2.531418872668087e-13,1.036624154929224e-26,1.2712636390846991e-17,-2.478478859919976e-26,caja
0.0008777676440281123,6.026647953937769e-08,4.449212755567699e-14,2.5318750201910857e-13,1.0386190200412529e-26,1.2782784802352882e-17,-2.4784027874612652e-26,caja
0.0008777380084813165,6.02622218535228e-08,4.450308528738509e-14,2.532074327125401e-13,1.0361993821700643e-26,1.2724106958653624e-17,-2.4801179519541665e-26,caja
0.0008777242539781025,6.026032445203239e-08,4.455443761586236e-14,2.535240311667982e-13,1.0406109991301462e-26,1.2774057021310544e-17,-2.4854225030171998e-26,caja
0.0008777377088766786,6.026274678997695e-08,4.457389131125005e-14,2.5352097034550197e-13,1.039562843745384e-26,1.2751428413084548e-17,-2.486445715234722e-26,caja
0.0008777373818631101,6.026112997580781e-08,4.4520119425819095e-14,2.532967552831503e-13,1.0443360858482109e-26,1.291141416149163e-17,-2.4788047868574308e-26,caja
0.0008776946923124673,6.025548903323222e-08,4.460739139313666e-14,2.538242760103867e-13,1.0477912529626937e-26,1.2931878711204473e-17,-2.4893401391342205e-26,caja
0.0008777313027965212,6.026079168009039e-08,4.454206142643206e-14,2.534009218891664e-13,1.0439482928736055e-26,1.2893935919955365e-17,-2.4814880830628573e-26,caja
0.0008777487780846887,6.026330968480336e-08,4.457547177958936e-14,2.5355670144047955e-13,1.0466687770438783e-26,1.293574286669789e-17,-2.4841329907937765e-26,caja
0.0008777011914050954,6.025805754559275e-08,4.465351912778169e-14,2.5398867546977225e-13,1.0472800220828989e-26,1.2891875063068576e-17,-2.493917926262082e-26,caja
0.0008777128711329197,6.025937764489421e-08,4.463432419561697e-14,2.5383025314694965e-13,1.0455735379750636e-26,1.2867741296701485e-17,-2.4912600852586766e-26,caja
0.0009417624060470705,6.778233510337479e-08,9.193111477348445e-14,4.974765801830061e-13,-7.454222204704262e-26,-1.0394954144208711e-16,7.590610964605853e-26,caja
0.0009417206797880881,6.777566169587007e-08,9.199217325743982e-14,4.977003944932444e-13,-7.46856219320198e-26,-1.0405454662079056e-16,7.59154058243568e-26,caja
0.0009417209328009112,6.777582549110298e-08,9.19813562884702e-14,4.975801402520213e-13,-7.471334590697938e-26,-1.0408336793945096e-16,7.582516479109423e-26,caja
0.0009417597391747584,6.778059417705498e-08,9.198818146437923e-14,4.977020435874508e-13,-7.454447224129674e-26,-1.0392591660613195e-16,7.605151695503401e-26,caja
0.0009417502831665055,6.778101297218874e-08,9.194794900807902e-14,4.977737668996024e-13,-7.452345017523839e-26,-1.0391902364285376e-16,7.607173171775719e-26,caja
0.0009417619352006914,6.778188411862688e-08,9.194913628748393e-14,4.975991076401799e-13,-7.453634324762296e-26,-1.0393258429374021e-16,7.598157241069033e-26,caja
0.0009417502831665055,6.778101297218874e-08,9.194794900807902e-14,4.977737668996024e-13,-7.452345017523839e-26,-1.0391902364285376e-16,7.607173171775719e-26,caja
0.0009417502831665055,6.778101297218874e-08,9.194794900807902e-14,4.977737668996024e-13,-7.452345017523839e-26,-1.0391902364285376e-16,7.607173171775719e-26,caja
0.0009417084629577863,6.77744789650103e-08,9.198238935833609e-14,4.976713229383931e-13,-7.473158231942906e-26,-1.0409870794661682e-16,7.584911566130813e-26,caja
0.0009417019825091325,6.777302885521091e-08,9.195037068847439e-14,4.975670636444004e-13,-7.468626731648292e-26,-1.040655493030104e-16,7.582078107282074e-26,caja
0.0009417596527405698,6.777998407906441e-08,9.194758120408152e-14,4.975056593162276e-13,-7.449063429611335e-26,-1.038915996072824e-16,7.598314478610105e-26,caja
0.0009417582614153757,6.778153822462322e-08,9.185497856115848e-14,4.97479080774201e-13,-7.43490284300172e-26,-1.0378882021278598e-16,7.603485514054955e-26,caja
0.0009417437222971496,6.777897057255596e-08,9.18766614973083e-14,4.974766927712191e-13,-7.442498172211832e-26,-1.0385123080783784e-16,7.597700969790996e-26,caja
0.0009417501967457629,6.778040287876473e-08,9.190735645625828e-14,4.975773667518649e-13,-7.446962450982667e-26,-1.0388471091987924e-16,7.600334887232444e-26,caja
0.0009417019825091325,6.777302885521091e-08,9.195037068847439e-14,4.975670636444004e-13,-7.468626731648292e-26,-1.040655493030104e-16,7.582078107282074e-26,caja
0.000941727692479263,6.777636206483501e-08,9.192429137287716e-14,4.972934557742728e-13,-7.463929450488521e-26,-1.0404095299579601e-16,7.572266843983546e-26,caja
0.0009417434183859499,6.777883165549555e-08,9.187185228640842e-14,4.973753206012599e-13,-7.445007726456453e-26,-1.0387818493534854e-16,7.590299467881597e-26,caja
0.0009417501590558998,6.777982289516997e-08,9.187517108062681e-14,4.973901261933798e-13,-7.441977747795184e-26,-1.0384711036837359e-16,7.594203857932749e-26,caja
0.0009417205430220742,6.77738097113083e-08,9.187944969898153e-14,4.970937975724871e-13,-7.454901269515723e-26,-1.0396565248299264e-16,7.568535179250914e-26,caja
0.0009417202900182149,6.77736459140234e-08,9.189026553322483e-14,4.972140256972365e-13,-7.452132842915755e-26,-1.0393683776339956e-16,7.577545582484643e-26,caja
0.0009417268036600787,6.777511487495422e-08,9.192552042142467e-14,4.973333110707026e-13,-7.456711519894674e-26,-1.0396659715341026e-16,7.581267453333252e-26,caja
0.0009417480001532475,6.777839771895923e-08,9.190963761232111e-14,4.973874633183829e-13,-7.447563750334514e-26,-1.0388244757012006e-16,7.591400054840994e-26,caja
0.000941745710317394,6.777732518340325e-08,9.192309241506495e-14,4.972779887835239e-13,-7.450620021794845e-26,-1.0391604790885186e-16,7.584570321015474e-26,caja
0.000941745710317394,6.777732518340325e-08,9.192309241506495e-14,4.972779887835239e-13,-7.450620021794845e-26,-1.0391604790885186e-16,7.584570321015474e-26,caja
0.0009417141108886992,6.777247938254799e-08,9.18474765957868e-14,4.969577675688006e-13,-7.450844003369972e-26,-1.0394414341161966e-16,7.563817435822738e-26,caja
0.000941747558357529,6.777708402724235e-08,9.182948863444996e-14,4.969529979136342e-13,-7.437886888892917e-26,-1.0383155536045634e-16,7.574887926395789e-26,caja
0.0009417141108886992,6.777247938254799e-08,9.18474765957868e-14,4.969577675688006e-13,-7.450844003369972e-26,-1.0394414341161966e-16,7.563817435822738e-26,caja
0.000941707273635116,6.777147398302642e-08,9.185289127256787e-14,4.969735390198861e-13,-7.453125817788286e-26,-1.0396366429555001e-16,7.562718101919867e-26,caja
0.0009417545501280508,6.777824135980522e-08,9.18144442698219e-14,4.968821308827114e-13,-7.435916126178152e-26,-1.0382114587442584e-16,7.572422088930774e-26,caja
0.0009417197201017297,6.777279073736817e-08,9.185856566251482e-14,4.969889122149648e-13,-7.448546063648046e-26,-1.0392109436757296e-16,7.568380258805838e-26,caja
0.0009417496865872586,6.777849613907388e-08,9.180647832734809e-14,4.970577629337857e-13,-7.430313875058466e-26,-1.0377441651876343e-16,7.58515380637534e-26,caja
0.0009417197201017297,6.777279073736817e-08,9.185856566251482e-14,4.969889122149648e-13,-7.448546063648046e-26,-1.0392109436757296e-16,7.568380258805838e-26,caja
0.0009416994978497545,6.77693006097447e-08,9.18453363711281e-14,4.970088439731673e-13,-7.44643091816578e-26,-1.0390127724925471e-16,7.570284710816705e-26,caja
0.0009417431679646785,6.777702527914721e-08,9.177202661616464e-14,4.96943839069293e-13,-7.42574316933965e-26,-1.0374332271820417e-16,7.581733130723766e-26,caja
